timestamp,category,customer_type,unit_price,quantity,total,payment_type,Month_num,Month_name,Year_num,Day,Day_of_Week,Hour,Time_of_Day,customer_type_encoded,payment_type_encoded
2022-03-06 13:51:26,fruit,non-member,4.99,4,19.96,debit card,3,Mar,2022,6,Sunday,13,Afternoon,2,2
2022-03-07 19:37:24,fruit,basic,0.19,2,0.38,cash,3,Mar,2022,7,Monday,19,Evening,0,0
2022-03-01 19:06:59,fruit,non-member,0.19,2,0.38,cash,3,Mar,2022,1,Tuesday,19,Evening,2,0
2022-03-04 17:11:41,fruit,premium,0.19,3,0.5700000000000001,credit card,3,Mar,2022,4,Friday,17,Afternoon,3,1
2022-03-02 16:38:40,fruit,gold,3.99,1,3.99,e-wallet,3,Mar,2022,2,Wednesday,16,Afternoon,1,3
2022-03-03 13:47:11,fruit,gold,0.49,2,0.98,e-wallet,3,Mar,2022,3,Thursday,13,Afternoon,1,3
2022-03-04 14:25:59,fruit,premium,0.49,1,0.49,e-wallet,3,Mar,2022,4,Friday,14,Afternoon,3,3
2022-03-05 17:41:53,fruit,gold,3.99,1,3.99,credit card,3,Mar,2022,5,Saturday,17,Afternoon,1,1
2022-03-02 09:36:18,fruit,premium,1.49,4,5.96,e-wallet,3,Mar,2022,2,Wednesday,9,Morning,3,3
2022-03-04 16:31:44,fruit,premium,0.49,4,1.96,debit card,3,Mar,2022,4,Friday,16,Afternoon,3,2
2022-03-02 13:57:44,fruit,non-member,4.49,4,17.96,cash,3,Mar,2022,2,Wednesday,13,Afternoon,2,0
2022-03-06 14:48:06,fruit,basic,4.49,3,13.47,e-wallet,3,Mar,2022,6,Sunday,14,Afternoon,0,3
2022-03-06 14:13:41,fruit,basic,0.49,3,1.47,credit card,3,Mar,2022,6,Sunday,14,Afternoon,0,1
2022-03-06 15:55:08,fruit,gold,0.49,4,1.96,cash,3,Mar,2022,6,Sunday,15,Afternoon,1,0
2022-03-04 16:28:20,fruit,gold,4.49,1,4.49,e-wallet,3,Mar,2022,4,Friday,16,Afternoon,1,3
2022-03-02 14:16:45,fruit,gold,4.49,2,8.98,debit card,3,Mar,2022,2,Wednesday,14,Afternoon,1,2
2022-03-07 14:35:01,fruit,basic,3.99,2,7.98,credit card,3,Mar,2022,7,Monday,14,Afternoon,0,1
2022-03-05 19:50:57,fruit,basic,3.99,4,15.96,debit card,3,Mar,2022,5,Saturday,19,Evening,0,2
2022-03-07 16:44:43,fruit,standard,3.99,4,15.96,cash,3,Mar,2022,7,Monday,16,Afternoon,4,0
2022-03-02 11:03:27,fruit,premium,0.19,3,0.5700000000000001,e-wallet,3,Mar,2022,2,Wednesday,11,Morning,3,3
2022-03-02 13:31:43,fruit,basic,0.49,3,1.47,e-wallet,3,Mar,2022,2,Wednesday,13,Afternoon,0,3
2022-03-07 09:23:04,fruit,gold,3.99,3,11.97,e-wallet,3,Mar,2022,7,Monday,9,Morning,1,3
2022-03-05 13:05:21,fruit,standard,0.49,1,0.49,cash,3,Mar,2022,5,Saturday,13,Afternoon,4,0
2022-03-02 09:27:06,fruit,non-member,3.99,3,11.97,cash,3,Mar,2022,2,Wednesday,9,Morning,2,0
2022-03-07 11:09:59,fruit,non-member,0.19,1,0.19,cash,3,Mar,2022,7,Monday,11,Morning,2,0
2022-03-05 14:51:41,fruit,non-member,4.49,2,8.98,debit card,3,Mar,2022,5,Saturday,14,Afternoon,2,2
2022-03-01 14:52:03,fruit,gold,3.99,3,11.97,debit card,3,Mar,2022,1,Tuesday,14,Afternoon,1,2
2022-03-04 14:44:01,fruit,basic,1.49,4,5.96,debit card,3,Mar,2022,4,Friday,14,Afternoon,0,2
2022-03-07 15:58:08,fruit,non-member,0.49,4,1.96,e-wallet,3,Mar,2022,7,Monday,15,Afternoon,2,3
2022-03-04 13:24:20,fruit,premium,4.99,4,19.96,cash,3,Mar,2022,4,Friday,13,Afternoon,3,0
2022-03-07 14:48:10,fruit,premium,0.19,3,0.5700000000000001,credit card,3,Mar,2022,7,Monday,14,Afternoon,3,1
2022-03-05 13:22:18,fruit,non-member,4.99,4,19.96,debit card,3,Mar,2022,5,Saturday,13,Afternoon,2,2
2022-03-02 09:16:01,fruit,premium,4.49,2,8.98,credit card,3,Mar,2022,2,Wednesday,9,Morning,3,1
2022-03-06 14:23:04,fruit,gold,0.49,3,1.47,e-wallet,3,Mar,2022,6,Sunday,14,Afternoon,1,3
2022-03-05 17:53:38,fruit,standard,0.49,2,0.98,cash,3,Mar,2022,5,Saturday,17,Afternoon,4,0
2022-03-03 16:19:47,fruit,standard,0.49,1,0.49,e-wallet,3,Mar,2022,3,Thursday,16,Afternoon,4,3
2022-03-05 17:52:58,fruit,basic,0.49,4,1.96,cash,3,Mar,2022,5,Saturday,17,Afternoon,0,0
2022-03-04 17:30:47,fruit,gold,0.19,1,0.19,e-wallet,3,Mar,2022,4,Friday,17,Afternoon,1,3
2022-03-04 11:30:14,fruit,basic,0.19,2,0.38,debit card,3,Mar,2022,4,Friday,11,Morning,0,2
2022-03-02 18:52:45,fruit,non-member,1.49,4,5.96,credit card,3,Mar,2022,2,Wednesday,18,Evening,2,1
2022-03-06 19:05:12,fruit,premium,0.19,4,0.76,cash,3,Mar,2022,6,Sunday,19,Evening,3,0
2022-03-03 15:05:07,fruit,non-member,0.49,3,1.47,e-wallet,3,Mar,2022,3,Thursday,15,Afternoon,2,3
2022-03-01 15:23:30,fruit,non-member,3.99,1,3.99,debit card,3,Mar,2022,1,Tuesday,15,Afternoon,2,2
2022-03-04 09:31:07,fruit,basic,3.99,1,3.99,e-wallet,3,Mar,2022,4,Friday,9,Morning,0,3
2022-03-04 10:33:11,fruit,standard,3.99,3,11.97,cash,3,Mar,2022,4,Friday,10,Morning,4,0
2022-03-01 11:26:55,fruit,non-member,0.49,1,0.49,e-wallet,3,Mar,2022,1,Tuesday,11,Morning,2,3
2022-03-05 09:03:56,fruit,premium,0.49,2,0.98,credit card,3,Mar,2022,5,Saturday,9,Morning,3,1
2022-03-02 11:21:21,fruit,basic,0.19,4,0.76,e-wallet,3,Mar,2022,2,Wednesday,11,Morning,0,3
2022-03-01 14:59:32,fruit,premium,1.49,3,4.47,debit card,3,Mar,2022,1,Tuesday,14,Afternoon,3,2
2022-03-06 14:12:36,fruit,standard,4.99,2,9.98,cash,3,Mar,2022,6,Sunday,14,Afternoon,4,0
2022-03-02 19:02:19,fruit,gold,4.49,2,8.98,credit card,3,Mar,2022,2,Wednesday,19,Evening,1,1
2022-03-05 10:28:58,fruit,non-member,0.49,4,1.96,debit card,3,Mar,2022,5,Saturday,10,Morning,2,2
2022-03-04 13:03:07,fruit,non-member,0.19,3,0.5700000000000001,debit card,3,Mar,2022,4,Friday,13,Afternoon,2,2
2022-03-05 19:31:55,fruit,non-member,4.99,1,4.99,cash,3,Mar,2022,5,Saturday,19,Evening,2,0
2022-03-06 12:52:24,fruit,standard,3.99,1,3.99,e-wallet,3,Mar,2022,6,Sunday,12,Afternoon,4,3
2022-03-05 16:45:21,fruit,standard,3.99,4,15.96,credit card,3,Mar,2022,5,Saturday,16,Afternoon,4,1
2022-03-06 09:40:45,fruit,basic,0.49,2,0.98,credit card,3,Mar,2022,6,Sunday,9,Morning,0,1
2022-03-07 09:19:51,fruit,premium,0.19,2,0.38,e-wallet,3,Mar,2022,7,Monday,9,Morning,3,3
2022-03-02 12:04:48,fruit,standard,3.99,4,15.96,cash,3,Mar,2022,2,Wednesday,12,Afternoon,4,0
2022-03-07 09:17:16,fruit,non-member,0.49,2,0.98,cash,3,Mar,2022,7,Monday,9,Morning,2,0
2022-03-07 13:48:22,fruit,premium,3.99,3,11.97,debit card,3,Mar,2022,7,Monday,13,Afternoon,3,2
2022-03-03 14:25:36,fruit,basic,4.99,4,19.96,e-wallet,3,Mar,2022,3,Thursday,14,Afternoon,0,3
2022-03-05 12:39:33,fruit,gold,1.49,2,2.98,credit card,3,Mar,2022,5,Saturday,12,Afternoon,1,1
2022-03-07 16:17:57,fruit,gold,4.99,1,4.99,debit card,3,Mar,2022,7,Monday,16,Afternoon,1,2
2022-03-04 13:32:05,fruit,premium,4.49,2,8.98,debit card,3,Mar,2022,4,Friday,13,Afternoon,3,2
2022-03-06 17:30:49,fruit,standard,3.99,4,15.96,credit card,3,Mar,2022,6,Sunday,17,Afternoon,4,1
2022-03-01 18:04:49,fruit,basic,4.99,4,19.96,credit card,3,Mar,2022,1,Tuesday,18,Evening,0,1
2022-03-02 09:30:53,fruit,gold,4.49,4,17.96,cash,3,Mar,2022,2,Wednesday,9,Morning,1,0
2022-03-05 17:46:21,fruit,premium,3.99,1,3.99,e-wallet,3,Mar,2022,5,Saturday,17,Afternoon,3,3
2022-03-07 19:13:21,fruit,gold,4.99,4,19.96,e-wallet,3,Mar,2022,7,Monday,19,Evening,1,3
2022-03-01 09:34:25,fruit,gold,4.49,1,4.49,debit card,3,Mar,2022,1,Tuesday,9,Morning,1,2
2022-03-07 10:26:05,fruit,basic,0.19,4,0.76,debit card,3,Mar,2022,7,Monday,10,Morning,0,2
2022-03-03 19:41:19,fruit,basic,0.19,1,0.19,credit card,3,Mar,2022,3,Thursday,19,Evening,0,1
2022-03-05 17:45:48,fruit,gold,0.19,2,0.38,credit card,3,Mar,2022,5,Saturday,17,Afternoon,1,1
2022-03-02 15:47:47,fruit,standard,3.99,3,11.97,e-wallet,3,Mar,2022,2,Wednesday,15,Afternoon,4,3
2022-03-05 16:28:25,fruit,basic,4.99,1,4.99,credit card,3,Mar,2022,5,Saturday,16,Afternoon,0,1
2022-03-07 15:14:32,fruit,standard,3.99,4,15.96,credit card,3,Mar,2022,7,Monday,15,Afternoon,4,1
2022-03-05 18:29:38,fruit,gold,3.99,4,15.96,e-wallet,3,Mar,2022,5,Saturday,18,Evening,1,3
2022-03-07 18:56:03,fruit,premium,3.99,4,15.96,cash,3,Mar,2022,7,Monday,18,Evening,3,0
2022-03-03 15:19:59,fruit,basic,0.19,4,0.76,e-wallet,3,Mar,2022,3,Thursday,15,Afternoon,0,3
2022-03-03 15:35:27,fruit,premium,3.99,3,11.97,debit card,3,Mar,2022,3,Thursday,15,Afternoon,3,2
2022-03-07 12:55:22,fruit,standard,3.99,1,3.99,debit card,3,Mar,2022,7,Monday,12,Afternoon,4,2
2022-03-01 19:41:15,fruit,premium,3.99,3,11.97,credit card,3,Mar,2022,1,Tuesday,19,Evening,3,1
2022-03-03 11:28:11,fruit,non-member,1.49,2,2.98,e-wallet,3,Mar,2022,3,Thursday,11,Morning,2,3
2022-03-03 10:33:34,fruit,standard,4.99,3,14.97,e-wallet,3,Mar,2022,3,Thursday,10,Morning,4,3
2022-03-01 10:29:44,fruit,premium,4.99,1,4.99,credit card,3,Mar,2022,1,Tuesday,10,Morning,3,1
2022-03-06 15:06:43,fruit,non-member,3.99,2,7.98,debit card,3,Mar,2022,6,Sunday,15,Afternoon,2,2
2022-03-01 09:40:21,fruit,non-member,0.19,4,0.76,debit card,3,Mar,2022,1,Tuesday,9,Morning,2,2
2022-03-04 11:47:39,fruit,standard,4.49,4,17.96,credit card,3,Mar,2022,4,Friday,11,Morning,4,1
2022-03-05 17:49:54,fruit,gold,4.49,3,13.47,e-wallet,3,Mar,2022,5,Saturday,17,Afternoon,1,3
2022-03-03 18:52:59,fruit,standard,0.19,1,0.19,debit card,3,Mar,2022,3,Thursday,18,Evening,4,2
2022-03-04 09:58:21,fruit,gold,3.99,4,15.96,cash,3,Mar,2022,4,Friday,9,Morning,1,0
2022-03-06 10:51:56,fruit,gold,0.49,4,1.96,e-wallet,3,Mar,2022,6,Sunday,10,Morning,1,3
2022-03-04 18:17:39,fruit,gold,3.99,4,15.96,e-wallet,3,Mar,2022,4,Friday,18,Evening,1,3
2022-03-02 09:09:51,fruit,gold,3.99,3,11.97,e-wallet,3,Mar,2022,2,Wednesday,9,Morning,1,3
2022-03-03 19:24:52,fruit,standard,0.19,4,0.76,e-wallet,3,Mar,2022,3,Thursday,19,Evening,4,3
2022-03-06 10:42:46,fruit,basic,4.99,4,19.96,credit card,3,Mar,2022,6,Sunday,10,Morning,0,1
2022-03-07 16:21:07,fruit,premium,0.19,4,0.76,cash,3,Mar,2022,7,Monday,16,Afternoon,3,0
2022-03-01 15:21:34,fruit,premium,1.49,1,1.49,debit card,3,Mar,2022,1,Tuesday,15,Afternoon,3,2
2022-03-06 09:28:30,fruit,basic,4.99,1,4.99,debit card,3,Mar,2022,6,Sunday,9,Morning,0,2
2022-03-01 17:45:21,fruit,premium,0.19,2,0.38,cash,3,Mar,2022,1,Tuesday,17,Afternoon,3,0
2022-03-06 14:04:55,fruit,basic,0.49,4,1.96,debit card,3,Mar,2022,6,Sunday,14,Afternoon,0,2
2022-03-04 19:14:59,fruit,premium,4.49,4,17.96,e-wallet,3,Mar,2022,4,Friday,19,Evening,3,3
2022-03-06 19:50:16,fruit,premium,0.49,1,0.49,credit card,3,Mar,2022,6,Sunday,19,Evening,3,1
2022-03-02 15:51:05,fruit,basic,0.49,2,0.98,credit card,3,Mar,2022,2,Wednesday,15,Afternoon,0,1
2022-03-02 11:14:34,fruit,non-member,0.49,2,0.98,e-wallet,3,Mar,2022,2,Wednesday,11,Morning,2,3
2022-03-06 18:04:41,fruit,premium,3.99,1,3.99,credit card,3,Mar,2022,6,Sunday,18,Evening,3,1
2022-03-07 10:15:42,fruit,standard,0.19,4,0.76,debit card,3,Mar,2022,7,Monday,10,Morning,4,2
2022-03-05 09:27:42,fruit,gold,0.19,3,0.5700000000000001,credit card,3,Mar,2022,5,Saturday,9,Morning,1,1
2022-03-02 14:50:53,fruit,gold,3.99,2,7.98,cash,3,Mar,2022,2,Wednesday,14,Afternoon,1,0
2022-03-03 15:10:24,fruit,premium,4.99,1,4.99,e-wallet,3,Mar,2022,3,Thursday,15,Afternoon,3,3
2022-03-06 12:19:58,fruit,non-member,1.49,3,4.47,credit card,3,Mar,2022,6,Sunday,12,Afternoon,2,1
2022-03-05 13:41:34,fruit,standard,4.99,1,4.99,credit card,3,Mar,2022,5,Saturday,13,Afternoon,4,1
2022-03-03 15:34:07,fruit,standard,3.99,1,3.99,debit card,3,Mar,2022,3,Thursday,15,Afternoon,4,2
2022-03-06 13:35:32,fruit,gold,0.19,1,0.19,credit card,3,Mar,2022,6,Sunday,13,Afternoon,1,1
2022-03-01 17:48:37,fruit,basic,4.99,1,4.99,e-wallet,3,Mar,2022,1,Tuesday,17,Afternoon,0,3
2022-03-05 11:31:32,fruit,standard,3.99,3,11.97,cash,3,Mar,2022,5,Saturday,11,Morning,4,0
2022-03-04 10:36:27,fruit,basic,0.19,4,0.76,e-wallet,3,Mar,2022,4,Friday,10,Morning,0,3
2022-03-01 15:28:00,fruit,non-member,0.49,4,1.96,cash,3,Mar,2022,1,Tuesday,15,Afternoon,2,0
2022-03-04 15:45:21,fruit,premium,3.99,3,11.97,debit card,3,Mar,2022,4,Friday,15,Afternoon,3,2
2022-03-07 14:32:21,fruit,premium,0.19,1,0.19,debit card,3,Mar,2022,7,Monday,14,Afternoon,3,2
2022-03-05 18:48:49,fruit,premium,0.49,4,1.96,e-wallet,3,Mar,2022,5,Saturday,18,Evening,3,3
2022-03-02 14:23:15,fruit,premium,0.19,3,0.5700000000000001,e-wallet,3,Mar,2022,2,Wednesday,14,Afternoon,3,3
2022-03-01 18:23:50,fruit,premium,3.99,3,11.97,cash,3,Mar,2022,1,Tuesday,18,Evening,3,0
2022-03-02 17:31:35,fruit,gold,3.99,1,3.99,e-wallet,3,Mar,2022,2,Wednesday,17,Afternoon,1,3
2022-03-04 18:14:24,fruit,gold,0.49,2,0.98,credit card,3,Mar,2022,4,Friday,18,Evening,1,1
2022-03-02 11:08:18,fruit,gold,4.99,4,19.96,e-wallet,3,Mar,2022,2,Wednesday,11,Morning,1,3
2022-03-02 11:38:48,fruit,premium,3.99,2,7.98,e-wallet,3,Mar,2022,2,Wednesday,11,Morning,3,3
2022-03-06 09:11:24,fruit,standard,0.49,4,1.96,e-wallet,3,Mar,2022,6,Sunday,9,Morning,4,3
2022-03-05 17:47:09,fruit,non-member,3.99,3,11.97,debit card,3,Mar,2022,5,Saturday,17,Afternoon,2,2
2022-03-02 16:20:28,fruit,standard,4.49,1,4.49,credit card,3,Mar,2022,2,Wednesday,16,Afternoon,4,1
2022-03-02 16:09:57,fruit,standard,0.49,2,0.98,debit card,3,Mar,2022,2,Wednesday,16,Afternoon,4,2
